full_text,case_folding,tokens,normalized,stopword_removal,stemming
King Crypto sedang mencari belahan jiwa adakah F yang mau mahar Bitcoin euy M here,king crypto sedang mencari belahan jiwa adakah f yang mau mahar bitcoin euy m here,"['king', 'crypto', 'sedang', 'mencari', 'belahan', 'jiwa', 'adakah', 'f', 'yang', 'mau', 'mahar', 'bitcoin', 'euy', 'm', 'here']","['king', 'crypto', 'sedang', 'mencari', 'belahan', 'jiwa', 'adakah', 'f', 'yang', 'mau', 'mahar', 'bitcoin', 'euy', 'sama', 'here']","['king', 'crypto', 'mencari', 'belahan', 'jiwa', 'adakah', 'f', 'mahar', 'bitcoin', 'euy']","['king', 'crypto', 'cari', 'bahan', 'jiwa', 'ada', 'f', 'mahar', 'bitcoin', 'euy']"
Tamannaah,tamannaah,['tamannaah'],['tamannaah'],['tamannaah'],['tamannaah']
Euphoria pun di aja masih belum terbentuk Tapi kalian sudah Anxiety,euphoria pun di aja masih belum terbentuk tapi kalian sudah anxiety,"['euphoria', 'pun', 'di', 'aja', 'masih', 'belum', 'terbentuk', 'tapi', 'kalian', 'sudah', 'anxiety']","['euphoria', 'pun', 'di', 'saja', 'masih', 'belum', 'terbentuk', 'tapi', 'kalian', 'sudah', 'anxiety']","['euphoria', 'terbentuk', 'anxiety']","['euphoria', 'bentuk', 'anxiety']"
EricTrump baru baru ini memberikan dukungan untuk berinvestasi di Bitcoin dengan menyerukan para investor untuk Buy the dips saat harga BTC turun drastis lebih dari dalam sehari,erictrump baru baru ini memberikan dukungan untuk berinvestasi di bitcoin dengan menyerukan para investor untuk buy the dips saat harga btc turun drastis lebih dari dalam sehari,"['erictrump', 'baru', 'baru', 'ini', 'memberikan', 'dukungan', 'untuk', 'berinvestasi', 'di', 'bitcoin', 'dengan', 'menyerukan', 'para', 'investor', 'untuk', 'buy', 'the', 'dips', 'saat', 'harga', 'btc', 'turun', 'drastis', 'lebih', 'dari', 'dalam', 'sehari']","['erictrump', 'baru', 'baru', 'ini', 'memberikan', 'dukungan', 'untuk', 'berinvestasi', 'di', 'bitcoin', 'dengan', 'menyerukan', 'para', 'investor', 'untuk', 'buy', 'the', 'dips', 'saat', 'harga', 'btc', 'turun', 'drastis', 'lebih', 'dari', 'dalam', 'sehari']","['erictrump', 'dukungan', 'berinvestasi', 'bitcoin', 'menyerukan', 'investor', 'buy', 'dips', 'harga', 'btc', 'turun', 'drastis', 'sehari']","['erictrump', 'dukung', 'investasi', 'bitcoin', 'seru', 'investor', 'buy', 'dips', 'harga', 'btc', 'turun', 'drastis', 'hari']"
Pandangan Saya Terhadap Beberapa Layer Jika Saya Asumsikan Sebagai Brand Smartphone Bitcoin Motorola Solana Apple Etherium Google Pixel Sonic Asus BNB Xiaomi Sui Huawei Tia Samsung Bera LG IP Sony Hyperliquid Oppo Pi Network Nexian Cardano Blackberry,pandangan saya terhadap beberapa layer jika saya asumsikan sebagai brand smartphone bitcoin motorola solana apple etherium google pixel sonic asus bnb xiaomi sui huawei tia samsung bera lg ip sony hyperliquid oppo pi network nexian cardano blackberry,"['pandangan', 'saya', 'terhadap', 'beberapa', 'layer', 'jika', 'saya', 'asumsikan', 'sebagai', 'brand', 'smartphone', 'bitcoin', 'motorola', 'solana', 'apple', 'etherium', 'google', 'pixel', 'sonic', 'asus', 'bnb', 'xiaomi', 'sui', 'huawei', 'tia', 'samsung', 'bera', 'lg', 'ip', 'sony', 'hyperliquid', 'oppo', 'pi', 'network', 'nexian', 'cardano', 'blackberry']","['pandangan', 'saya', 'terhadap', 'beberapa', 'layer', 'jika', 'saya', 'asumsikan', 'sebagai', 'brand', 'smartphone', 'bitcoin', 'motorola', 'solana', 'apple', 'etherium', 'google', 'pixel', 'sonic', 'asus', 'bnb', 'xiaomi', 'sui', 'huawei', 'tia', 'samsung', 'bera', 'lagi', 'ip', 'sony', 'hyperliquid', 'oppo', 'tapi', 'network', 'nexian', 'cardano', 'blackberry']","['pandangan', 'layer', 'asumsikan', 'brand', 'smartphone', 'bitcoin', 'motorola', 'solana', 'apple', 'etherium', 'google', 'pixel', 'sonic', 'asus', 'bnb', 'xiaomi', 'sui', 'huawei', 'tia', 'samsung', 'bera', 'ip', 'sony', 'hyperliquid', 'oppo', 'network', 'nexian', 'cardano', 'blackberry']","['pandang', 'layer', 'asumsi', 'brand', 'smartphone', 'bitcoin', 'motorola', 'solana', 'apple', 'etherium', 'google', 'pixel', 'sonic', 'asus', 'bnb', 'xiaomi', 'sui', 'huawei', 'tia', 'samsung', 'bera', 'ip', 'sony', 'hyperliquid', 'oppo', 'network', 'nexian', 'cardano', 'blackberry']"
Menurut kalian lebih kuat Emas atau Bitcoin,menurut kalian lebih kuat emas atau bitcoin,"['menurut', 'kalian', 'lebih', 'kuat', 'emas', 'atau', 'bitcoin']","['menurut', 'kalian', 'lebih', 'kuat', 'emas', 'atau', 'bitcoin']","['kuat', 'emas', 'bitcoin']","['kuat', 'emas', 'bitcoin']"
BITCOIN DROP APA YANG TERJADI Fakta penting Kalau Break closed EMA di Waspada bisa lanjut turun Support kuat di MA sekitar K Jadi titik pantul RSI kalau tembus bisa makin anjlok Volume jual tinggi tapi belum ada panic sell,bitcoin drop apa yang terjadi fakta penting kalau break closed ema di waspada bisa lanjut turun support kuat di ma sekitar k jadi titik pantul rsi kalau tembus bisa makin anjlok volume jual tinggi tapi belum ada panic sell,"['bitcoin', 'drop', 'apa', 'yang', 'terjadi', 'fakta', 'penting', 'kalau', 'break', 'closed', 'ema', 'di', 'waspada', 'bisa', 'lanjut', 'turun', 'support', 'kuat', 'di', 'ma', 'sekitar', 'k', 'jadi', 'titik', 'pantul', 'rsi', 'kalau', 'tembus', 'bisa', 'makin', 'anjlok', 'volume', 'jual', 'tinggi', 'tapi', 'belum', 'ada', 'panic', 'sell']","['bitcoin', 'drop', 'apa', 'yang', 'terjadi', 'fakta', 'penting', 'kalau', 'break', 'closed', 'emak', 'di', 'waspada', 'bisa', 'lanjut', 'turun', 'support', 'kuat', 'di', 'sama', 'sekitar', 'ke', 'jadi', 'titik', 'pantul', 'rsi', 'kalau', 'tembus', 'bisa', 'makin', 'anjlok', 'volume', 'jual', 'tinggi', 'tapi', 'belum', 'ada', 'panic', 'sell']","['bitcoin', 'drop', 'fakta', 'break', 'closed', 'emak', 'waspada', 'turun', 'support', 'kuat', 'titik', 'pantul', 'rsi', 'tembus', 'anjlok', 'volume', 'jual', 'panic', 'sell']","['bitcoin', 'drop', 'fakta', 'break', 'closed', 'emak', 'waspada', 'turun', 'support', 'kuat', 'titik', 'pantul', 'rsi', 'tembus', 'anjlok', 'volume', 'jual', 'panic', 'sell']"
Pengumuman pengumuman Harga Bitcoin hari ini adalah Rp Miliar loh Yuk cek pergerakan Bitcoin sekarang di,pengumuman pengumuman harga bitcoin hari ini adalah rp miliar loh yuk cek pergerakan bitcoin sekarang di,"['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'hari', 'ini', 'adalah', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin', 'sekarang', 'di']","['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'hari', 'ini', 'adalah', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin', 'sekarang', 'di']","['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin']","['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']"
Bitcoin on cEZp f fes YCUTKEp bT c cMmGRsJgKRmsG moon,bitcoin on cezp f fes ycutkep bt c cmmgrsjgkrmsg moon,"['bitcoin', 'on', 'cezp', 'f', 'fes', 'ycutkep', 'bt', 'c', 'cmmgrsjgkrmsg', 'moon']","['bitcoin', 'on', 'cezp', 'f', 'fes', 'ycutkep', 'buat', 'sih', 'cmmgrsjgkrmsg', 'moon']","['bitcoin', 'cezp', 'f', 'fes', 'ycutkep', 'sih', 'cmmgrsjgkrmsg', 'moon']","['bitcoin', 'cezp', 'f', 'fes', 'ycutkep', 'sih', 'cmmgrsjgkrmsg', 'moon']"
GM Bitcoin jatuh capai K garisnya salah No excuse ya emang salah maaf ya Consumer Confidence ambrol tapi harga rumah naik Efeknya kemana Rate cut dongg Saat BTC K dan saat BTC K saldo altcoin saya sama sepertinya recoverynya akan cepet RSI,gm bitcoin jatuh capai k garisnya salah no excuse ya emang salah maaf ya consumer confidence ambrol tapi harga rumah naik efeknya kemana rate cut dongg saat btc k dan saat btc k saldo altcoin saya sama sepertinya recoverynya akan cepet rsi,"['gm', 'bitcoin', 'jatuh', 'capai', 'k', 'garisnya', 'salah', 'no', 'excuse', 'ya', 'emang', 'salah', 'maaf', 'ya', 'consumer', 'confidence', 'ambrol', 'tapi', 'harga', 'rumah', 'naik', 'efeknya', 'kemana', 'rate', 'cut', 'dongg', 'saat', 'btc', 'k', 'dan', 'saat', 'btc', 'k', 'saldo', 'altcoin', 'saya', 'sama', 'sepertinya', 'recoverynya', 'akan', 'cepet', 'rsi']","['gm', 'bitcoin', 'jatuh', 'capai', 'ke', 'garisnya', 'salah', 'no', 'excuse', 'ya', 'memang', 'salah', 'maaf', 'ya', 'consumer', 'confidence', 'ambrol', 'tapi', 'harga', 'rumah', 'naik', 'efeknya', 'kemana', 'rate', 'cut', 'dong', 'saat', 'btc', 'ke', 'dan', 'saat', 'btc', 'ke', 'saldo', 'altcoin', 'saya', 'sama', 'sepertinya', 'recoverynya', 'akan', 'cepat', 'rsi']","['gm', 'bitcoin', 'jatuh', 'capai', 'garisnya', 'salah', 'excuse', 'ya', 'salah', 'maaf', 'ya', 'consumer', 'confidence', 'ambrol', 'harga', 'rumah', 'efeknya', 'kemana', 'rate', 'cut', 'btc', 'btc', 'saldo', 'altcoin', 'recoverynya', 'cepat', 'rsi']","['gm', 'bitcoin', 'jatuh', 'capai', 'garis', 'salah', 'excuse', 'ya', 'salah', 'maaf', 'ya', 'consumer', 'confidence', 'ambrol', 'harga', 'rumah', 'efek', 'mana', 'rate', 'cut', 'btc', 'btc', 'saldo', 'altcoin', 'recoverynya', 'cepat', 'rsi']"
YTD Returns S amp P NASDAQ Bitcoin SCHD,ytd returns s amp p nasdaq bitcoin schd,"['ytd', 'returns', 's', 'amp', 'p', 'nasdaq', 'bitcoin', 'schd']","['ytd', 'returns', 'si', 'amp', 'p', 'nasdaq', 'bitcoin', 'schd']","['ytd', 'returns', 'si', 'amp', 'p', 'nasdaq', 'bitcoin', 'schd']","['ytd', 'returns', 'si', 'amp', 'p', 'nasdaq', 'bitcoin', 'schd']"
ohthatsoomf saya no uta denpa dks tazmanian rapid trigger tech de jesus nofail spunout toromivana cr boots bitcoin hacked crypto,ohthatsoomf saya no uta denpa dks tazmanian rapid trigger tech de jesus nofail spunout toromivana cr boots bitcoin hacked crypto,"['ohthatsoomf', 'saya', 'no', 'uta', 'denpa', 'dks', 'tazmanian', 'rapid', 'trigger', 'tech', 'de', 'jesus', 'nofail', 'spunout', 'toromivana', 'cr', 'boots', 'bitcoin', 'hacked', 'crypto']","['ohthatsoomf', 'saya', 'no', 'uta', 'denpa', 'dks', 'tazmanian', 'rapid', 'trigger', 'tech', 'deh', 'jesus', 'nofail', 'spunout', 'toromivana', 'cara', 'boots', 'bitcoin', 'hacked', 'crypto']","['ohthatsoomf', 'uta', 'denpa', 'dks', 'tazmanian', 'rapid', 'trigger', 'tech', 'deh', 'jesus', 'nofail', 'spunout', 'toromivana', 'boots', 'bitcoin', 'hacked', 'crypto']","['ohthatsoomf', 'uta', 'denpa', 'dks', 'tazmanian', 'rapid', 'trigger', 'tech', 'deh', 'jesus', 'nofail', 'spunout', 'toromivana', 'boots', 'bitcoin', 'hacked', 'crypto']"
senin mk,senin mk,"['senin', 'mk']","['senin', 'maka']",['senin'],['senin']
eth Olur mu,eth olur mu,"['eth', 'olur', 'mu']","['eth', 'olur', 'mu']","['eth', 'olur', 'mu']","['eth', 'olur', 'mu']"
Predict or die BTC analysis h D Cc Algotrade NFA amp DYOR,predict or die btc analysis h d cc algotrade nfa amp dyor,"['predict', 'or', 'die', 'btc', 'analysis', 'h', 'd', 'cc', 'algotrade', 'nfa', 'amp', 'dyor']","['predict', 'orang', 'die', 'btc', 'analysis', 'h', 'di', 'cc', 'algotrade', 'nfa', 'amp', 'dyor']","['predict', 'orang', 'die', 'btc', 'analysis', 'h', 'cc', 'algotrade', 'nfa', 'amp', 'dyor']","['predict', 'orang', 'die', 'btc', 'analysis', 'h', 'cc', 'algotrade', 'nfa', 'amp', 'dyor']"
Olur mu,olur mu,"['olur', 'mu']","['olur', 'mu']","['olur', 'mu']","['olur', 'mu']"
slurpn bitcoin dips,slurpn bitcoin dips,"['slurpn', 'bitcoin', 'dips']","['slurpn', 'bitcoin', 'dips']","['slurpn', 'bitcoin', 'dips']","['slurpn', 'bitcoin', 'dips']"
Kalau Bitcoin ke berarti harga BNB bisa ke,kalau bitcoin ke berarti harga bnb bisa ke,"['kalau', 'bitcoin', 'ke', 'berarti', 'harga', 'bnb', 'bisa', 'ke']","['kalau', 'bitcoin', 'ke', 'berarti', 'harga', 'bnb', 'bisa', 'ke']","['bitcoin', 'harga', 'bnb']","['bitcoin', 'harga', 'bnb']"
siapa yang pernah intern di industry WEB Mungkin video ini cocok sama kalian pas pertama kali intern di WEB,siapa yang pernah intern di industry web mungkin video ini cocok sama kalian pas pertama kali intern di web,"['siapa', 'yang', 'pernah', 'intern', 'di', 'industry', 'web', 'mungkin', 'video', 'ini', 'cocok', 'sama', 'kalian', 'pas', 'pertama', 'kali', 'intern', 'di', 'web']","['siapa', 'yang', 'pernah', 'intern', 'di', 'industry', 'web', 'mungkin', 'video', 'ini', 'cocok', 'sama', 'kalian', 'pas', 'pertama', 'kali', 'intern', 'di', 'web']","['intern', 'industry', 'web', 'video', 'cocok', 'pas', 'kali', 'intern', 'web']","['intern', 'industry', 'web', 'video', 'cocok', 'pas', 'kali', 'intern', 'web']"
Hari ini market merah lagi Bitcoin anjlok altcoin makin nyungsep Gara gara apa Kemungkinan besar karena Trump ngumumin tarif impor buat beberapa negara Emangnya kebijakan ekonomi kayak gini bisa ngefek ke kripto SAVE dulu biar gak bingung,hari ini market merah lagi bitcoin anjlok altcoin makin nyungsep gara gara apa kemungkinan besar karena trump ngumumin tarif impor buat beberapa negara emangnya kebijakan ekonomi kayak gini bisa ngefek ke kripto save dulu biar gak bingung,"['hari', 'ini', 'market', 'merah', 'lagi', 'bitcoin', 'anjlok', 'altcoin', 'makin', 'nyungsep', 'gara', 'gara', 'apa', 'kemungkinan', 'besar', 'karena', 'trump', 'ngumumin', 'tarif', 'impor', 'buat', 'beberapa', 'negara', 'emangnya', 'kebijakan', 'ekonomi', 'kayak', 'gini', 'bisa', 'ngefek', 'ke', 'kripto', 'save', 'dulu', 'biar', 'gak', 'bingung']","['hari', 'ini', 'market', 'merah', 'lagi', 'bitcoin', 'anjlok', 'altcoin', 'makin', 'nyungsep', 'gara', 'gara', 'apa', 'kemungkinan', 'besar', 'karena', 'trump', 'ngumumin', 'tarif', 'impor', 'buat', 'beberapa', 'negara', 'memangnya', 'kebijakan', 'ekonomi', 'kayak', 'begini', 'bisa', 'ngefek', 'ke', 'kripto', 'save', 'dulu', 'biar', 'enggak', 'bingung']","['market', 'merah', 'bitcoin', 'anjlok', 'altcoin', 'nyungsep', 'gara', 'gara', 'trump', 'ngumumin', 'tarif', 'impor', 'negara', 'memangnya', 'kebijakan', 'ekonomi', 'kayak', 'ngefek', 'kripto', 'save', 'biar', 'bingung']","['market', 'merah', 'bitcoin', 'anjlok', 'altcoin', 'nyungsep', 'gara', 'gara', 'trump', 'ngumumin', 'tarif', 'impor', 'negara', 'memang', 'bijak', 'ekonomi', 'kayak', 'ngefek', 'kripto', 'save', 'biar', 'bingung']"
Sebenarnya agak lucu juga lihat timeline twitter hari ini orang pada panik Bitcoin dibanting padahal itu sudah jelas ada CME gap di seharusnya siapkan planning untuk antisipasi jika Bitcoin jatuh Ibarat sudah ada warning tanda tanda wah langit mendung mungkin akan,sebenarnya agak lucu juga lihat timeline twitter hari ini orang pada panik bitcoin dibanting padahal itu sudah jelas ada cme gap di seharusnya siapkan planning untuk antisipasi jika bitcoin jatuh ibarat sudah ada warning tanda tanda wah langit mendung mungkin akan,"['sebenarnya', 'agak', 'lucu', 'juga', 'lihat', 'timeline', 'twitter', 'hari', 'ini', 'orang', 'pada', 'panik', 'bitcoin', 'dibanting', 'padahal', 'itu', 'sudah', 'jelas', 'ada', 'cme', 'gap', 'di', 'seharusnya', 'siapkan', 'planning', 'untuk', 'antisipasi', 'jika', 'bitcoin', 'jatuh', 'ibarat', 'sudah', 'ada', 'warning', 'tanda', 'tanda', 'wah', 'langit', 'mendung', 'mungkin', 'akan']","['sebenarnya', 'agak', 'lucu', 'juga', 'lihat', 'timeline', 'twitter', 'hari', 'ini', 'orang', 'pada', 'panik', 'bitcoin', 'dibanting', 'padahal', 'itu', 'sudah', 'jelas', 'ada', 'cme', 'gap', 'di', 'seharusnya', 'siapkan', 'planning', 'untuk', 'antisipasi', 'jika', 'bitcoin', 'jatuh', 'ibarat', 'sudah', 'ada', 'warning', 'tanda', 'tanda', 'wah', 'langit', 'mendung', 'mungkin', 'akan']","['lucu', 'lihat', 'timeline', 'twitter', 'orang', 'panik', 'bitcoin', 'dibanting', 'cme', 'gap', 'siapkan', 'planning', 'antisipasi', 'bitcoin', 'jatuh', 'warning', 'tanda', 'tanda', 'langit', 'mendung']","['lucu', 'lihat', 'timeline', 'twitter', 'orang', 'panik', 'bitcoin', 'banting', 'cme', 'gap', 'siap', 'planning', 'antisipasi', 'bitcoin', 'jatuh', 'warning', 'tanda', 'tanda', 'langit', 'mendung']"
Sudah lebih dari bulan yang lalu mayoritas cryptobro menginginkan bitcoin Hari ini kejadian nih berani beli ga,sudah lebih dari bulan yang lalu mayoritas cryptobro menginginkan bitcoin hari ini kejadian nih berani beli ga,"['sudah', 'lebih', 'dari', 'bulan', 'yang', 'lalu', 'mayoritas', 'cryptobro', 'menginginkan', 'bitcoin', 'hari', 'ini', 'kejadian', 'nih', 'berani', 'beli', 'ga']","['sudah', 'lebih', 'dari', 'bulan', 'yang', 'lalu', 'mayoritas', 'cryptobro', 'menginginkan', 'bitcoin', 'hari', 'ini', 'kejadian', 'nih', 'berani', 'beli', 'enggak']","['mayoritas', 'cryptobro', 'bitcoin', 'kejadian', 'nih', 'berani', 'beli']","['mayoritas', 'cryptobro', 'bitcoin', 'jadi', 'nih', 'berani', 'beli']"
Expecting Bitcoin turun barengan dengan DOM nya dan Alts start building Bottom saat BTC udah nemu bottom disitulah Altcoin,expecting bitcoin turun barengan dengan dom nya dan alts start building bottom saat btc udah nemu bottom disitulah altcoin,"['expecting', 'bitcoin', 'turun', 'barengan', 'dengan', 'dom', 'nya', 'dan', 'alts', 'start', 'building', 'bottom', 'saat', 'btc', 'udah', 'nemu', 'bottom', 'disitulah', 'altcoin']","['expecting', 'bitcoin', 'turun', 'barengan', 'dengan', 'dom', 'nya', 'dan', 'alts', 'start', 'building', 'bottom', 'saat', 'btc', 'sudah', 'nemu', 'bottom', 'disitulah', 'altcoin']","['expecting', 'bitcoin', 'turun', 'barengan', 'dom', 'nya', 'alts', 'start', 'building', 'bottom', 'btc', 'nemu', 'bottom', 'disitulah', 'altcoin']","['expecting', 'bitcoin', 'turun', 'bareng', 'dom', 'nya', 'alts', 'start', 'building', 'bottom', 'btc', 'nemu', 'bottom', 'situ', 'altcoin']"
Bitcoin below k Solana below But UFD is fking holding the line iykyk,bitcoin below k solana below but ufd is fking holding the line iykyk,"['bitcoin', 'below', 'k', 'solana', 'below', 'but', 'ufd', 'is', 'fking', 'holding', 'the', 'line', 'iykyk']","['bitcoin', 'below', 'ke', 'solana', 'below', 'but', 'ufd', 'is', 'fking', 'holding', 'the', 'line', 'iykyk']","['bitcoin', 'solana', 'ufd', 'fking', 'holding', 'line', 'iykyk']","['bitcoin', 'solana', 'ufd', 'fking', 'holding', 'line', 'iykyk']"
son durum,son durum,"['son', 'durum']","['son', 'durum']","['son', 'durum']","['son', 'durum']"
Hati hati dengan perkataan CZ ini loh ini bisa saja terjadi disitu CZ katakan ketika nanti bitcoin menyentuh diharga pertamanya dan itu akan crash ke Itu postingan Des loh,hati hati dengan perkataan cz ini loh ini bisa saja terjadi disitu cz katakan ketika nanti bitcoin menyentuh diharga pertamanya dan itu akan crash ke itu postingan des loh,"['hati', 'hati', 'dengan', 'perkataan', 'cz', 'ini', 'loh', 'ini', 'bisa', 'saja', 'terjadi', 'disitu', 'cz', 'katakan', 'ketika', 'nanti', 'bitcoin', 'menyentuh', 'diharga', 'pertamanya', 'dan', 'itu', 'akan', 'crash', 'ke', 'itu', 'postingan', 'des', 'loh']","['hati', 'hati', 'dengan', 'perkataan', 'cz', 'ini', 'loh', 'ini', 'bisa', 'saja', 'terjadi', 'disitu', 'cz', 'katakan', 'ketika', 'nanti', 'bitcoin', 'menyentuh', 'diharga', 'pertamanya', 'dan', 'itu', 'akan', 'crash', 'ke', 'itu', 'postingan', 'des', 'loh']","['hati', 'hati', 'perkataan', 'cz', 'loh', 'disitu', 'cz', 'bitcoin', 'menyentuh', 'diharga', 'pertamanya', 'crash', 'postingan', 'des', 'loh']","['hati', 'hati', 'kata', 'cz', 'loh', 'situ', 'cz', 'bitcoin', 'sentuh', 'harga', 'pertama', 'crash', 'postingan', 'des', 'loh']"
Makin dalem nih Bitcoin jatohnya Lanjut ke US k gak gan,makin dalem nih bitcoin jatohnya lanjut ke us k gak gan,"['makin', 'dalem', 'nih', 'bitcoin', 'jatohnya', 'lanjut', 'ke', 'us', 'k', 'gak', 'gan']","['makin', 'dalam', 'nih', 'bitcoin', 'jatohnya', 'lanjut', 'ke', 'us', 'ke', 'enggak', 'gan']","['nih', 'bitcoin', 'jatohnya', 'us', 'gan']","['nih', 'bitcoin', 'jatohnya', 'us', 'gan']"
BREAKING Bitcoin turun di,breaking bitcoin turun di,"['breaking', 'bitcoin', 'turun', 'di']","['breaking', 'bitcoin', 'turun', 'di']","['breaking', 'bitcoin', 'turun']","['breaking', 'bitcoin', 'turun']"
BTC K Dekat diagonal support RSI HMO oversold Pantau K sebagai support psikologi,btc k dekat diagonal support rsi hmo oversold pantau k sebagai support psikologi,"['btc', 'k', 'dekat', 'diagonal', 'support', 'rsi', 'hmo', 'oversold', 'pantau', 'k', 'sebagai', 'support', 'psikologi']","['btc', 'ke', 'dekat', 'diagonal', 'support', 'rsi', 'hmo', 'oversold', 'pantau', 'ke', 'sebagai', 'support', 'psikologi']","['btc', 'diagonal', 'support', 'rsi', 'hmo', 'oversold', 'pantau', 'support', 'psikologi']","['btc', 'diagonal', 'support', 'rsi', 'hmo', 'oversold', 'pantau', 'support', 'psikologi']"
aromapetrikorr Kan sudah bayar pajak wahai mas bitcoin Lagian kan kalo ada bencana alam orang orang juga pada donasi bisa ampe terkumpul ber M M Kalo ada yang open donasi juga dana banyak terkumpul Tapi kan itu tugas negaraa masa rakyat lagi rakyat lagi Pemerintah ngapain,aromapetrikorr kan sudah bayar pajak wahai mas bitcoin lagian kan kalo ada bencana alam orang orang juga pada donasi bisa ampe terkumpul ber m m kalo ada yang open donasi juga dana banyak terkumpul tapi kan itu tugas negaraa masa rakyat lagi rakyat lagi pemerintah ngapain,"['aromapetrikorr', 'kan', 'sudah', 'bayar', 'pajak', 'wahai', 'mas', 'bitcoin', 'lagian', 'kan', 'kalo', 'ada', 'bencana', 'alam', 'orang', 'orang', 'juga', 'pada', 'donasi', 'bisa', 'ampe', 'terkumpul', 'ber', 'm', 'm', 'kalo', 'ada', 'yang', 'open', 'donasi', 'juga', 'dana', 'banyak', 'terkumpul', 'tapi', 'kan', 'itu', 'tugas', 'negaraa', 'masa', 'rakyat', 'lagi', 'rakyat', 'lagi', 'pemerintah', 'ngapain']","['aromapetrikorr', 'kan', 'sudah', 'bayar', 'pajak', 'wahai', 'mas', 'bitcoin', 'lagian', 'kan', 'kalau', 'ada', 'bencana', 'alam', 'orang', 'orang', 'juga', 'pada', 'donasi', 'bisa', 'sampai', 'terkumpul', 'ber', 'sama', 'sama', 'kalau', 'ada', 'yang', 'open', 'donasi', 'juga', 'dana', 'banyak', 'terkumpul', 'tapi', 'kan', 'itu', 'tugas', 'negaraa', 'masa', 'rakyat', 'lagi', 'rakyat', 'lagi', 'pemerintah', 'mengapai']","['aromapetrikorr', 'bayar', 'pajak', 'mas', 'bitcoin', 'bencana', 'alam', 'orang', 'orang', 'donasi', 'terkumpul', 'ber', 'open', 'donasi', 'dana', 'terkumpul', 'tugas', 'negaraa', 'rakyat', 'rakyat', 'pemerintah', 'mengapai']","['aromapetrikorr', 'bayar', 'pajak', 'mas', 'bitcoin', 'bencana', 'alam', 'orang', 'orang', 'donasi', 'kumpul', 'ber', 'open', 'donasi', 'dana', 'kumpul', 'tugas', 'negaraa', 'rakyat', 'rakyat', 'perintah', 'kapai']"
