stemming,inset,nilai_inset,matched_words
"['artikel', 'tren', 'bitcoin', 'minggu', 'februari', 'judul', 'harga', 'rupiah', 'akses', 'berat', 'tunggu', 'upload', 'gratis', 'minko', 'besok', 'ya', 'pakai', 'jari', 'telunjuk', 'jari', 'diramekan']",positive,1,"artikel(-4.0), tren(-2.0), judul(2.0), harga(3.0), akses(2.0), tunggu(1.0), gratis(4.0), ya(4.0), jari(-4.0), jari(-4.0)"
"['altseason', 'problem', 'ethereum', 'lawan', 'bitcoin', 'altseason', 'panah', 'hijau', 'ethereum', 'lawan', 'bitcoin', 'grafik', 'eth', 'btc', 'ethereum', 'lawan', 'bitcoin']",positive,1,"problem(-4.0), lawan(1.0), hijau(3.0), lawan(1.0), lawan(1.0)"
"['sejarah', 'ukir', 'bitcoin', 'hancur', 'lebur', 'king', 'king', 'momen', 'debar', 'detik', 'detik', 'ganti', 'posisi', 'bitcoin']",negative,-1,"ukir(-5.0), lebur(-5.0), debar(2.0), ganti(3.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['published', 'wani', 'educative', 'content', 'amma', 'sai', 'gobe', 'zan', 'sharing', 'insha', 'allah', 'kak', 'karanta', 'wan', 'nan', 'zaka', 'fahimci', 'menene', 'crypto', 'blockchain', 'dah', 'bitcoin', 'saukake', 'kuma', 'cikin', 'harshen', 'hausa', 'nya', 'rubuta', 'shi']",positive,1,"sharing(3.0), allah(5.0), wan(-4.0), dah(-3.0)"
"['btc', 'awoodda', 'adduunka', 'lacag', 'aan', 'lumin', 'joogta', 'runta', 'taajir', 'iyo', 'faqiir', 'qof', 'walba', 'wuu', 'heli', 'xuduud', 'cidna', 'xukunto', 'mustaqbalku', 'waa', 'blockchain', 'waxa', 'ino', 'balan', 'ah', 'afar', 'sano', 'oo', 'soo', 'socda', 'jeebkoo', 'buuxo', 'balan', 'teena', 'waa', 'sida', 'aan', 'lu', 'socona', 'liban', 'bitcoin', 'cryptogharib']",negative,-1,sano(-4.0)
"['cz', 'binance', 'sabar', 'inc']",positive,1,sabar(5.0)
"['nikijua', 'bitcoin', 'value', 'yake', 'nya', 'pvssy', 'zilikuwa', 'hapa', 'kwa', 'hapa', 'lakini', 'sai', 'kwa', 'market', 'haziwezi', 'patana']",negative,-1,
"['bitcoin', 'buddah', 'kaspa']",negative,-1,
"['brb', 'zkaling', 'bitcoin']",negative,-1,
"['jin', 'crypto', 'exchangers', 'dah', 'akafi', 'amfani', 'dah', 'su', 'nigeria', 'wan', 'nan', 'list', 'din', 'bitcoin', 'com', 'suka', 'fitar', 'ba', 'fuchaweb', 'ba', 'yana', 'dakyau', 'kadubasu']",negative,-1,"jin(-3.0), dah(-3.0), dah(-3.0), wan(-4.0), suka(3.0)"
"['gm', 'bone', 'gang']",negative,-1,gang(-4.0)
"['gm', 'cod', 'gang']",negative,-1,gang(-4.0)
"['hoteliercrypto', 'beli', 'chart', 'bitcoin', 'pakai', 'bahasa', 'arab', 'kan', 'kir']",negative,-1,"beli(2.0), bahasa(-4.0)"
"['update', 'pasok', 'uang', 'edar', 'tingkat', 'mata', 'uang', 'fiat', 'cetak', 'batas', 'pasok', 'bitcoin', 'juta', 'koin']",negative,-1,"edar(2.0), tingkat(1.0), mata(-2.0), batas(-3.0), juta(2.0)"
"['bitcoin', 'harap', 'fungsi', 'safe', 'emas', 'mana', 'situasi', 'politik', 'dunia', 'finansial', 'buruk', 'btc', 'amp', 'emas', 'btc', 'gerak', 'ikut', 'saham', 'saham', 'turun', 'btc', 'ikut', 'anjlok']",negative,-1,"harap(3.0), politik(-1.0), dunia(1.0), buruk(-5.0), ikut(-3.0), turun(1.0), ikut(-3.0), anjlok(-4.0)"
"['danantara', 'beli', 'bitcoin', 'indonesia', 'emas', 'cepat', 'kah']",positive,1,"beli(2.0), cepat(3.0)"
"['nice', 'orang', 'orang', 'jelek', 'jelek', 'bitcoin', 'bitcoin', 'ide', 'buruk', 'logam', 'sanksi', 'satu', 'store', 'value', 'bitcoin']",negative,-1,"nice(4.0), jelek(-5.0), jelek(-5.0), buruk(-5.0), satu(3.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['selamat', 'pagi', 'moga', 'hari', 'penuh', 'energi', 'semangat', 'kabar', 'positif', 'cerah', 'pagi', 'google', 'valuasi', 'triliun', 'jajah', 'adopsi', 'guna']",positive,1,"selamat(5.0), pagi(1.0), moga(1.0), energi(3.0), semangat(4.0), kabar(2.0), positif(4.0), pagi(1.0), jajah(-5.0), guna(1.0)"
"['entered', 'trending', 'ai', 'kali', 'labs', 'ai', 'kali', 'liq', 'mc']",negative,-1,
"['palantir', 'bitcoin']",negative,-1,
"['moontok', 'xpress', 'next', 'bitcoin', 'buttcoin', 'fash', 'cezlnywkd', 'wwk', 'vrmjd', 'n', 'b', 'dssrxpump', 'liq', 'mc', 'buttcointnb', 'moontokofficial']",negative,-1,next(-2.0)
"['kenal', 'edukasi', 'bitcoin', 'netizen', 'wakil', 'rakyat', 'crypto', 'lantas', 'hak', 'sertifikasi']",positive,1,kenal(3.0)
"['ajar', 'crypto', 'gue', 'rekomen', 'ajar', 'bitcoin', 'baca', 'whitepaper', 'bitcoin', 'baca', 'bitcoin', 'standard', 'tonton', 'youtube', 'bitcoin', 'etc', 'beli', 'bitcoin', 'cex', 'etc', 'setup', 'wallet', 'metamask', 'etc']",positive,1,"ajar(1.0), ajar(1.0), baca(3.0), baca(3.0), tonton(-4.0), beli(2.0)"
"['kut', 'kayi', 'staking', 'kasa', 'airdrop', 'nya', 'bitcoin', 'allah', 'iko', 'yasin', 'ya', 'tashi', 'kaina']",positive,1,"allah(5.0), ya(4.0)"
"['gm', 'cod', 'gang']",negative,-1,gang(-4.0)
"['yayi', 'aranci', 'gateio', 'ta', 'yadda', 'har', 'suna', 'sok', 'ayi', 'staking', 'su', 'bada', 'btc', 'wannan', 'tun', 'yanzu', 'yana', 'alamta', 'yafi', 'bitcoin', 'barka', 'dah', 'safiya', 'future', 'billionaires']",negative,-1,"ta(-3.0), tun(-4.0), dah(-3.0)"
"['cardano', 'etf', 'ngaruh', 'harga', 'nih', 'beda', 'etf', 'bitcoin', 'ethereum', 'admin', 'kasih', 'tau']",negative,-1,"harga(3.0), beda(-2.0), kasih(2.0), tau(-4.0)"
"['salah', 'bentuk', 'nasionalisme', 'beli', 'kripto', 'asli', 'indonesia', 'porto', 'bitcoin', 'eth', 'dll', 'kripto', 'asli', 'indonesia', 'nasionalisme', 'porto', 'koin', 'indonesia', 'beli', 'koin', 'indonesia', 'orang', 'indonesia', 'sejahtera']",positive,1,"salah(-4.0), bentuk(4.0), beli(2.0), asli(2.0), asli(2.0), beli(2.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['update', 'executive', 'chairman', 'strategy', 'michael', 'saylor', 'utara', 'visi', 'bitcoin', 'uang', 'sempurna', 'dunia', 'pandang', 'bitcoin', 'kuat', 'ekonomi', 'disruptif', 'gerbang', 'era', 'finansial']",positive,1,"visi(2.0), sempurna(3.0), dunia(1.0), pandang(1.0), kuat(2.0)"
"['adapt', 'orang', 'die', 'bitcoin', 'jasonplowery']",negative,-1,die(-4.0)
"['bitcoin', 'mandala', 'mahogany', 'amp', 'karat', 'gold', 'leaf']",negative,-1,
"['halkarz', 'anlik', 'gen']",negative,-1,
['gap'],negative,-1,
"['solana', 'records', 'fifth', 'straight', 'wig', 'dex', 'volume', 'decline', 'nih', 'panik', 'volume', 'dex', 'solana', 'turun', 'minggu', 'panik', 'bitcoin', 'jatuh', 'nyeselin', 'banget', 'harap', 'beli']",negative,-1,"panik(-4.0), turun(1.0), panik(-4.0), jatuh(1.0), banget(1.0), harap(3.0), beli(2.0)"
"['gm', 'gang']",negative,-1,gang(-4.0)
"['absolute', 'virgo', 'kakak', 'jishikilie', 'nya', 'hii', 'kwanza']",positive,1,hii(3.0)
"['gm', 'cod', 'gang']",negative,-1,gang(-4.0)
"['bitcoin', 'ganti', 'emas', 'palsu', 'emas', 'indonesia', 'negara', 'negara', 'maju', 'fakta', 'kuat', 'posisi', 'bitcoin', 'btc', 'emas', 'digital', 'pilih', 'investasi', 'aman']",negative,-1,"ganti(3.0), fakta(-3.0), kuat(2.0), pilih(-2.0)"
"['wanangu', 'wa', 'bitcoin', 'walioamini', 'kuna', 'kupata', 'utajir', 'wa', 'haraka', 'hal', 'zao', 'kwa', 'sasa']",negative,-1,
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['danantara', 'pakai', 'beli', 'bitcoin', 'masuk', 'bear', 'market']",negative,-1,"beli(2.0), masuk(-3.0)"
"['open', 'network', 'februari', 'mata', 'uang', 'global', 'network', 'evolusi', 'bitcoin']",negative,-1,"open(-3.0), mata(-2.0)"
"['tst', 'entry', 'zone', 'take', 'profit', 'levels', 'stop', 'loss', 'sl']",positive,1,"profit(4.0), stop(3.0)"
"['update', 'emas', 'capai', 'titik', 'tinggi', 'time', 'high', 'ath', 'nila', 'us', 'nilai', 'merosot', 'banding', 'bitcoin', 'btc']",positive,1,"capai(4.0), titik(-3.0), tinggi(3.0), nila(2.0), nilai(5.0), merosot(-5.0), banding(3.0)"
"['alas', 'sita', 'rumah', 'uang', 'ngendon', 'putar', 'bank', 'suka', 'nego', 'bayar', 'bank', 'bangkrut', 'percaya', 'masyarakat', 'bank', 'turun', 'bitcoin', 'becoz', 'key', 'money', 'bank', 'svb']",positive,1,"rumah(3.0), suka(3.0), bayar(1.0), bangkrut(-5.0), percaya(2.0), turun(1.0)"
"['bank', 'bangkrut', 'bitcoin', 'bank', 'bangkrut', 'nyata', 'duit', 'simpan', 'bank', 'bank', 'minus', 'minus', 'bank', 'pinjam', 'lancar', 'kena', 'kredit', 'macet']",negative,-1,"bangkrut(-5.0), bangkrut(-5.0), nyata(4.0), simpan(-3.0), minus(-3.0), minus(-3.0), lancar(4.0), kena(-3.0)"
"['konverter', 'haiej', 'mnicolas', 'ok', 'reddeer', 'games', 'cmontufar', 'sent']",positive,1,ok(4.0)
"['tigorsiagian', 'pikir', 'investasi', 'reksadana', 'saham', 'aneh', 'pilih', 'rdpu', 'dana', 'darurat', 'orang', 'low', 'risk', 'investment', 'rdpt', 'jangka', 'risk', 'medium', 'demen', 'high', 'risk', 'high', 'return', 'mending', 'langsung', 'terjun', 'saham', 'bitcoin']",positive,1,"pikir(1.0), aneh(4.0), pilih(-2.0), dana(4.0), darurat(1.0), jangka(3.0), medium(2.0), demen(3.0), mending(2.0), langsung(3.0), terjun(1.0)"
"['bitcoin', 'baru']",negative,-1,
"['versi', 'gratis', 'artikel', 'februari', 'via', 'tokocrypto', 'bilang', 'terima kasih', 'minko', 'minggu', 'bayar', 'gratis', 'artikel', 'tren', 'bitcoin', 'rakyat', 'indonesia']",positive,1,"gratis(4.0), artikel(-4.0), terima kasih(5.0), bayar(1.0), gratis(4.0), artikel(-4.0), tren(-2.0)"
"['perhati', 'siklus', 'bitcoin', 'dominance', 'lihat', 'altcoin', 'perform', 'btc', 'fomo', 'buta', 'paham', 'ritme']",negative,-1,"lihat(3.0), buta(-3.0)"
"['angin', 'segar', 'altcoin', 'pas', 'bitcoin', 'dominance', 'turun', 'altcoin', 'bangkit', 'chart', 'btc', 'ketemu', 'resistance', 'kuat', 'zona', 'amp', 'koreksi', 'breakdown', 'altseason']",positive,1,"segar(4.0), pas(3.0), turun(1.0), bangkit(2.0), ketemu(1.0), kuat(2.0)"
"['like', 'said', 'many', 'many', 'many', 'times', 'podcast', 'seminar', 'dll', 'next', 'bull', 'run', 'rebut', 'bitcoin', 'negara', 'retail']",negative,-1,"next(-2.0), rebut(1.0)"
"['gm', 'maaf', 'lambat', 'briefing', 'suruh', 'beli', 'air', 'galon', 'biji', 'tiongkok', 'retail', 'sales', 'ambles', 'tambah', 'rrp', 'nol', 'dxy', 'domestik', 'hilang', 'gas', 'bitcoin', 'sabtu', 'selow', 'institusi', 'libur', 'selow', 'closing', 'esok', 'tanggal']",negative,-1,"maaf(2.0), lambat(1.0), suruh(-2.0), beli(2.0), air(-1.0), ambles(-4.0), tambah(3.0), nol(-3.0), hilang(3.0), gas(-4.0), libur(3.0), esok(1.0), tanggal(-4.0)"
"['abu', 'dhabi', 'buying', 'bitcoin', 'alhamdulillah']",positive,1,"abu(3.0), alhamdulillah(5.0)"
['hareketlendi'],negative,-1,
"['swf', 'abu', 'dhabi', 'beli', 'bitcoin', 'yuk', 'danantara', 'yuk']",positive,1,"abu(3.0), beli(2.0), yuk(4.0), yuk(4.0)"
"['xrp', 'orang', 'hbar']",negative,-1,
"['yuk', 'gabung', 'meetup', 'perdana', 'bitcoin', 'indonesia', 'solo', 'februari', 'sabtu', 'februari', 'jam', 'wib', 'lokasi', 'eighteen', 'grounds', 'coffee', 'pucangsawit', 'uns', 'yuk', 'buru', 'daftar', 'tiket', 'gratis']",positive,1,"yuk(4.0), gabung(-5.0), solo(2.0), coffee(2.0), yuk(4.0), buru(1.0), daftar(1.0), gratis(4.0)"
"['kluang', 'johor']",negative,-1,
"['nyuruh', 'konglo', 'beli', 'bitcoin']",negative,-1,"nyuruh(-3.0), beli(2.0)"
"['indonesia', 'swf', 'danantara', 'total', 'swf', 'indonesia', 'info', 'nya', 'nila', 'b', 'moga', 'danantara', 'sisih', 'alokasi', 'dana', 'nya', 'beli', 'bitcoin']",positive,1,"info(-3.0), nila(2.0), moga(1.0), sisih(-2.0), dana(4.0), beli(2.0)"
"['teknologi', 'zero', 'knowledge', 'kembang', 'implementasi', 'crypto', 'konsep', 'zero', 'knowledge', 'puluh', 'finney', 'salah', 'tokoh', 'legendaris', 'bitcoin', 'ajar', 'zero', 'knowledge']",negative,-1,"zero(-3.0), kembang(3.0), implementasi(-4.0), zero(-3.0), salah(-4.0), ajar(1.0), zero(-3.0)"
"['amazon', 'wenyewe', 'wapo', 'huku', 'wanafanya', 'biashara', 'zao', 'kama', 'kawaida', 'unaagiza', 'mzigo', 'nya', 'unakufikia', 'tatizo', 'bitcoin', 'ndiyo', 'pesa', 'zinazotumika', 'huku', 'utaweza', 'ukafanya', 'miamala', 'kwa', 'paypal', 'n', 'tatizo', 'litaanzia', 'hapa', 'pale', 'umekubaliana', 'nya', 'mtu', 'apeane', 'kitu', 'flani', 'either', 'nih', 'passport', 'au', 'nih']",negative,-1,
"['bitcoin', 'pump']",negative,-1,
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['jumpmanjlow', 'bearish', 'tek', 'broo']",negative,-1,
"['ikagi', 'si', 'calendar', 'july', 'btc']",negative,-1,
"['gm', 'gang']",negative,-1,gang(-4.0)
"['cinta', 'bitcoin', 'simpan', 'harga', 'kali', 'simpan', 'janji', 'kemarin', 'rp', 'orang', 'comment', 'quotes', 'pantun', 'baik', 'bikin', 'baca', 'luluh']",positive,1,"cinta(3.0), simpan(-3.0), harga(3.0), simpan(-3.0), baik(3.0), baca(3.0), luluh(5.0)"
"['send', 'senpai', 'nms', 'btc', 'bitcoin', 'memecoins']",negative,-1,
"['artikel', 'tren', 'bitcoin', 'minggu', 'februari', 'klik', 'judul', 'trakteer', 'drama', 'korea', 'candu', 'judul', 'clickbait', 'analisa', 'banget']",negative,-1,"artikel(-4.0), tren(-2.0), judul(2.0), drama(-4.0), candu(3.0), judul(2.0), banget(1.0)"
"['satoshi', 'ancang', 'bitcoin', 'kali', 'wladimir', 'jaga', 'bitcoin', 'hilang', 'coba', 'lihat', 'deh']",positive,1,"jaga(2.0), hilang(3.0), coba(2.0), lihat(3.0)"
"['update', 'cari', 'hard', 'wallet', 'bitcoin', 'milik', 'james', 'howells', 'lanjut', 'pria', 'hilang', 'hard', 'wallet', 'isi', 'bitcoin', 'btc', 'tarik', 'beli', 'lokasi', 'sampah', 'lokasi', 'wallet']",positive,1,"cari(-3.0), milik(1.0), lanjut(2.0), hilang(3.0), isi(2.0), tarik(2.0), beli(2.0), sampah(-4.0)"
"['benar', 'fix', 'salip', 'marketcap', 'bitcoin']",positive,1,benar(2.0)
"['lp', 'burn']",negative,-1,
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['fakta', 'tarik', 'situs', 'web', 'bagi', 'bitcoin', 'gratis', 'unjung', 'btc', 'tara', 'rp', 'miliar']",positive,1,"fakta(-3.0), tarik(2.0), bagi(2.0), gratis(4.0), tara(2.0)"
"['btc', 'e', 'salah', 'exchange', 'legendaris', 'dunia', 'asal', 'rusia', 'mtgox', 'jatuh', 'btc', 'e', 'nya', 'opsi', 'jual', 'beli', 'bitcoin', 'akses', 'dunia', 'pilih', 'depo', 'wd', 'fiat', 'western', 'union', 'perfect', 'money', 'voucher', 'daftar']",positive,1,"salah(-4.0), dunia(1.0), jatuh(1.0), jual(1.0), beli(2.0), akses(2.0), dunia(1.0), pilih(-2.0), voucher(3.0), daftar(1.0)"
"['gm', 'briefing', 'bitcoin', 'cpi', 'core', 'tanda', 'inflasi', 'new', 'inflation', 'target', 'ubah', 'negara', 'ikut', 'cpi', 'dxy', 'rontok', 'tanda', 'strategi', 'fed', 'gagal', 'kembali', 'inflasi', 'rsi']",negative,-1,"tanda(-2.0), ikut(-3.0), rontok(1.0), tanda(-2.0), gagal(-4.0)"
"['kali', 'yoga', 'kali', 'bitcoin']",positive,1,yoga(1.0)
"['plume', 'kali', 'mercado', 'bitcoin', 'plume', 'partnership', 'mercado', 'bitcoin', 'men', 'tokenisasi', 'aset', 'nyata', 'brasil', 'pinjam', 'konsumen', 'utang', 'korporasi', 'small', 'businesses', 'tokenisasi', 'aset', 'faktur', 'alat', 'pinjam', 'instan', 'investors', 'hasil', 'yield']",positive,1,"nyata(4.0), utang(-4.0), hasil(3.0)"
['ham'],negative,-1,
"['tebak', 'gua', 'altseason', 'terupdate', 'skenario', 'nya', 'altseason', 'syarat', 'trigger', 'nya', 'bitcoin', 'turun', 'harga', 'ath', 'ikut', 'btc', 'turun', 'btc', 'turun', 'dom', 'altseason']",positive,1,"tebak(3.0), gua(-3.0), turun(1.0), harga(3.0), ikut(-3.0), turun(1.0), turun(1.0)"
"['uang', 'dingin', 'juta', 'juta', 'belikan', 'emas', 'fisik', 'juta', 'beli', 'silver', 'juta', 'belikan', 'bitcoin', 'pola', 'edukasi', 'gue', 'kota', 'kota', 'pro', 'kontra']",positive,1,"dingin(4.0), juta(2.0), juta(2.0), belikan(-1.0), juta(2.0), beli(2.0), juta(2.0), belikan(-1.0), pola(3.0), kota(-1.0), kota(-1.0)"
"['gua', 'btc', 'turun', 'peringkat', 'tanggal', 'februari', 'rank', 'coinmarketcap', 'listing', 'dunia', 'fokus', 'bitcoin', 'nayibbukele', 'presiden', 'el', 'salvador', 'jual', 'nya', 'alih', 'network']",negative,-1,"gua(-3.0), turun(1.0), tanggal(-4.0), dunia(1.0), fokus(3.0), presiden(3.0), el(-3.0), jual(1.0)"
"['analisis', 'bitcoin', 'metode', 'astrologi', 'konjungsi', 'jupiter', 'venus', 'uranus', 'januari', 'cipta', 'resonansi', 'astrolog', 'historis', 'korelasi', 'volatilitas', 'aset', 'kripto', 'puncak', 'konjungsi', 'efek', 'residualnya']",negative,-1,"analisis(4.0), metode(-5.0), resonansi(-3.0), puncak(-3.0), efek(3.0)"
"['beli', 'nila', 'ubah', 'juta', 'legenda']",positive,1,"beli(2.0), nila(2.0), juta(2.0)"
"['nan', 'nan', 'nan', 'jepang', 'kesah', 'etf', 'amp', 'kripto', 'mangkas', 'pajak', 'negara', 'lambat', 'tinggal', 'game', 'theory', 'main', 'langkah', 'jepang', 'negara', 'hadap', 'tekan']",positive,1,"kesah(2.0), mangkas(-2.0), pajak(-3.0), lambat(1.0), tinggal(1.0), game(2.0), main(2.0), langkah(4.0), tekan(1.0)"
"['member', 'bang', 'camna', 'nak', 'kayak', 'investor', 'better', 'trader', 'trader', 'takde', 'investor', 'investor', 'beli', 'something', 'like', 'maybank', 'orang', 'bitcoin', 'orang', 'gold', 'orang', 'google', 'orang', 'index', 'fund', 'strong', 'company', 'asset', 'beli', 'lepas', 'confirm', 'beat', 'epf']",positive,1,"kayak(-3.0), better(2.0), beli(2.0), beli(2.0), lepas(-2.0)"
"['capai', 'btc', 'juta', 'cepat']",positive,1,"capai(4.0), juta(2.0), cepat(3.0)"
"['jujur', 'aneh', 'bitcoin', 'ordinals', 'season', 'jilid', 'percaya', 'bitcoin', 'supercycle', 'pribadi', 'ordinals', 'milik', 'value', 'jujur', 'ai', 'meme', 'efektif', 'motivasi', 'pasar', 'jangka', 'pendek']",positive,1,"jujur(4.0), aneh(4.0), jilid(-5.0), percaya(2.0), milik(1.0), jujur(4.0), efektif(5.0), motivasi(3.0), jangka(3.0), pendek(1.0)"
"['yen', 'setup', 'kanalda', 'miracguns']",negative,-1,
"['sebentar', 'supply', 'tiongkok', 'tanda', 'bitcoin', 'turun', 'pasar', 'merah', 'bilang', 'dunia', 'uang', 'ya', 'beli', 'ya', 'dunia', 'preman', 'persis', 'kayak']",positive,1,"sebentar(-2.0), tanda(-2.0), turun(1.0), merah(4.0), dunia(1.0), ya(4.0), beli(2.0), ya(4.0), dunia(1.0), kayak(-3.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['bicara', 'pahit', 'ya', 'bang', 'bitcoin', 'pucuk', 'dekat', 'pucuk', 'naik', 'cycle', 'nya', 'indikator', 'tunjuk', 'gue', 'patok', 'pucuk', 'indikator', 'sentimen', 'ekonomi', 'tariff', 'nya', 'trump']",negative,-1,"pahit(-3.0), ya(4.0), dekat(1.0), naik(1.0), sentimen(-3.0)"
"['quantum', 'computer', 'isu', 'muncul', 'bitcoin', 'kali', 'cipta', 'rame', 'google', 'specific', 'job', 'kripto', 'quantum', 'bahaya', 'perihal', 'wallet', 'nya', 'public', 'private', 'key', 'wallet']",negative,-1,"isu(-1.0), muncul(1.0), rame(2.0), bahaya(-5.0)"
"['fud', 'ya', 'guys', 'fact', 'check', 'bitcoin', 'anggap', 'legal', 'tender', 'el', 'salvador', 'bitcoin', 'anggap', 'currency', 'ya', 'bitcoin', 'mata', 'uang', 'agreement', 'imf', 'bisnis', 'pilih', 'terima', 'bayar']",positive,1,"ya(4.0), guys(1.0), check(1.0), el(-3.0), ya(4.0), mata(-2.0), bisnis(3.0), pilih(-2.0), terima(2.0), bayar(1.0)"
"['rupiah', 'range', 'rp', 'ribu', 'rp', 'ribu', 'dollar', 'harga', 'bitcoin', 'capai', 'juta', 'market', 'cap', 'bitcoin', 'triliun', 'total', 'market', 'cap', 'crypto', 'dominasi', 'bitcoin', 'kisar', 'triliun']",positive,1,"harga(3.0), capai(4.0), juta(2.0), dominasi(3.0)"
"['candle', 'bitcoin', 'apa']",negative,-1,apa(-3.0)
"['berita', 'bilang', 'el', 'savador', 'ubah', 'atur', 'bitcoin', 'berita', 'baca', 'media', 'mainstream', 'nge', 'fud', 'gocek', 'fud', 'bahas', 'artikel', 'dalam']",negative,-1,"berita(-4.0), el(-3.0), atur(4.0), berita(-4.0), baca(3.0), mainstream(-3.0), bahas(2.0), artikel(-4.0), dalam(3.0)"
"['abangbrooch', 'gm', 'bang']",negative,-1,
"['quantum', 'computing', 'ancam', 'btc', 'milik', 'investor', 'rusak', 'algoritma', 'bitcoin', 'supply', 'maksimum', 'juta', 'quantum', 'computing', 'curi', 'btc', 'hilang', 'aktif', 'milik', 'satoshi', 'nakamoto', 'lindung', 'aset']",positive,1,"ancam(-4.0), milik(1.0), rusak(3.0), juta(2.0), curi(-5.0), hilang(3.0), aktif(2.0), milik(1.0), lindung(4.0)"
"['proses', 'mining', 'bitcoin', 'coba', 'perhati', 'angka', 'gambar', 'ciri', 'khas', 'bitcoin', 'transaksi', 'hash', 'kombinasi', 'angka', 'hash', 'block', 'nya', 'angka', 'kali', 'depan', 'lihat', 'gambar', 'proses', 'mining', 'standar', 'butuh']",positive,1,"proses(1.0), coba(2.0), gambar(2.0), khas(4.0), transaksi(4.0), block(-4.0), lihat(3.0), gambar(2.0), proses(1.0), standar(-2.0), butuh(-5.0)"
"['oscar', 'darmawan', 'catat', 'nikah', 'blockchain', 'bitcoin', 'tren', 'nft', 'populer', 'transaksi', 'btc', 'muat', 'pesan', 'hash', 'ef', 'e', 'catat', 'blockchain', 'com', 'isi', 'oscar', 'nama', 'istri', 'semarang', 'inisiatif']",positive,1,"nikah(2.0), tren(-2.0), populer(5.0), transaksi(4.0), pesan(2.0), isi(2.0)"
"['indodax', 'seret', 'terorisme', 'laku', 'pasang', 'bom', 'pusat', 'belanja', 'jabodetabek', 'tebus', 'bitcoin', 'platform', 'ceo', 'oscar', 'darmawan', 'panggil', 'polisi', 'lidi', 'kisah', 'angkat', 'film', 'action', 'bom']",positive,1,"pasang(4.0), bom(1.0), pusat(3.0), belanja(2.0), panggil(-1.0), angkat(3.0), bom(1.0)"
"['percaya', 'altcoin', 'season', 'serang', 'percaya', 'percaya', 'altcoin', 'season', 'serang', 'percaya', 'gobl']",negative,-1,"percaya(2.0), serang(-4.0), percaya(2.0), percaya(2.0), serang(-4.0), percaya(2.0)"
"['gm', 'tokocrypto', 'amp', 'hoteliercrypto', 'analisa', 'tarik', 'bitcoin', 'februari', 'supply', 'tiongkok', 'perhati', 'fed', 'potensi', 'turun', 'suku', 'bunga', 'emas', 'cetak', 'ath', 'momentum', 'bullish', 'tunggu', 'lupa']",positive,1,"tarik(2.0), potensi(3.0), turun(1.0), bunga(3.0), momentum(3.0), tunggu(1.0), lupa(1.0)"
"['catat', 'nih', 'februari', 'tanggal', 'bas', 'market', 'gera', 'hebat', 'surprise', 'bikin', 'jantung', 'copot', 'sempat', 'emas', 'manfaatin', 'momentum']",negative,-1,"tanggal(-4.0), copot(1.0), momentum(3.0)"
"['nusron', 'tau', 'komputer', 'jam', 'hidup', 'nambang', 'bitcoin', 'bakar', 'kelas', 'gedung', 'tri', 'gampang', 'banget', 'bakar', 'barusan', 'viral', 'pikir', 'liar', 'mana']",positive,1,"tau(-4.0), hidup(2.0), bakar(1.0), kelas(-3.0), gampang(4.0), banget(1.0), bakar(1.0), pikir(1.0)"
"['gm', 'briefing', 'sharp', 'jam', 'wita', 'pagi', 'telat', 'dikulitin', 'hafal', 'laku', 'bitcoin', 'kayak', 'laku', 'istri', 'yag', 'suruh', 'kali', 'kerja', 'blank', 'sakti', 'pura', 'pura', 'kerja', 'target']",negative,-1,"pagi(1.0), telat(-5.0), kayak(-3.0), suruh(-2.0), kerja(2.0), kerja(2.0)"
